SK_ID_CURR,TARGET
100001,0.32376087313310353
100005,0.818102740850156
100013,0.26647382241916956
100028,0.46343755128836367
100038,0.8385442310848514
100042,0.42214836697849983
100057,0.032607090103397345
100065,0.22751928442474972
100066,0.12508616445100934
100067,0.7963564746430329
100074,0.6443377646479567
100090,0.3993065813228295
100091,0.8408296405711473
100092,0.5483833907763007
100106,0.577502872148367
100107,0.9230223206958805
100109,0.438601674052191
100117,0.24159691449204007
100128,0.8207410142786804
100141,0.5121204661086493
100150,0.3627236172657147
100168,0.1043984900705728
100169,0.32853684556047924
100170,0.8626333497456097
100171,0.6274495322501231
100172,0.8118619727556212
100184,0.7789266371245692
100187,0.6146725750861645
100212,0.34539225340554736
100222,0.5600648284917119
100223,0.32648941408173315
100232,0.06304365665517807
100241,0.8112136878385032
100245,0.3104628261939931
100253,0.2259272936156245
100256,0.6063597570983096
100271,0.08774002954209748
100278,0.9931889053011653
100280,0.035245363531921876
100306,0.9074881010996226
100311,0.6508206138191367
100312,0.3054119481372066
100330,0.7427211554242573
100331,0.3941900541605121
100352,0.8549647136057772
100358,0.6718406367963237
100367,0.15545297882816347
100382,0.8313638601674053
100384,0.9120630231413097
100385,0.7228787132775316
100386,0.4716272772033481
100399,0.5254882652223863
100404,0.3701050385688495
100416,0.09072706384375512
100422,0.25549400951912027
100426,0.44693500738552433
100438,0.3505251928442475
100444,0.8228417856556705
100445,0.8009026752010503
100446,0.6080379123584441
100447,0.28644756277695715
100450,0.9133062530773017
100466,0.16802067946824226
100483,0.25508370260955193
100484,0.34231084851468896
100494,0.47376497620219926
100510,0.8366445100935499
100512,0.10041851304775973
100517,0.31267848350566224
100548,0.21669128508124075
100551,0.611320367634991
100552,0.6850402100771378
100553,0.13831445921549318
100561,0.8599048087969801
100568,0.986669128508124
100569,0.1738224191695388
100591,0.8149638929919579
100592,0.3013376005251928
100602,0.4022936156244871
100607,0.6454332840965041
100613,0.7110167405219104
100617,0.7390981454127687
100618,0.775919087477433
100622,0.6049195798457246
100625,0.638613983259478
100677,0.8103643525356967
100699,0.46785655670441484
100702,0.9763499097324798
100711,0.43138437551288367
100729,0.8701214508452322
100740,0.9135155096011817
100744,0.8740357787625144
100745,0.5213728869194157
100747,0.6813556540292138
100751,0.9941818480223206
100752,0.3145453799441983
100753,0.849716888232398
100754,0.9620671262104054
100760,0.4676719185951091
100762,0.801608403085508
100763,0.3245773838831446
100765,0.23263170851797144
100770,0.7300467749876908
100772,0.3666502543902839
100777,0.3326193993106844
100791,0.166830789430494
100792,0.04583948793697686
100797,0.4263950434925324
100823,0.36319136714262273
100826,0.3422616116855408
100830,0.40535450516986704
100836,0.9209954045626129
100872,0.5990809125225669
100910,0.5444567536517315
100913,0.8419046446742163
100918,0.19142458559002132
100931,0.09674216313802725
100952,0.3191285081240768
100953,0.2204784178565567
100965,0.8472550467749879
100970,0.2699942557032661
100982,0.9072542261611685
100983,0.9849786640407026
100984,0.5747333005087806
100987,0.3568480223206959
100997,0.6058961102904974
100998,0.9628795338913508
101002,0.4269940915805022
101005,0.7954127687510257
101008,0.9868947973083866
101020,0.517220580994584
101021,0.6210856720827179
101024,0.522172985393074
101025,0.9413343180699163
101026,0.32756031511570655
101031,0.11169374692269816
101041,0.15284752995240442
101051,0.007188577055637618
101055,0.5932914820285574
101056,0.8978951255539144
101057,0.3375964221237486
101064,0.18500738552437224
